"session_id","date","start_time","end_time","title","description","recorded","type","skill_level","speakers","tracks","room","room_os","level","cost"
"1138","2026-03-06","9:00 AM","10:00 AM","How to HMDA: Finding the story in mortgage lending data","Every year, the federal government collects and publishes information about millions of home mortgage loan applications across the country: The places they're coming from, the people submitting them and the financial institutions accepting - or denying - them. In this session, you'll learn: - What Home Mortgage Disclosure act data is, what it includes and why it's collected - How The Banner used HMDA data to identify a newly popular, poorly regulated loan product and report on a foreclosure crisis in Baltimore + other questions HMDA data can answer - The R code you need to answer those questions! Folks with an understanding of basics (filtering, sorting, grouping and joining) in R will get the most out of this session. Laptops will be provided.","false","Hands-on","Intermediate","Sahana Jayaraman, The Baltimore Banner","Story ideas, Data analysis, Research","205","OSX","2",""
"1187","2026-03-06","9:00 AM","10:00 AM","Five demos for finding things with A.I. outside of chatbots","The most exciting new A.I. tools don't involve chatbots. We all have big documents and datasets. Sometimes we think we know approximately what's inside - but we just need to find it. In this session, we'll show you five more technical ways that A.I. can be used to supercharge the investigative process. We will demo semantic search for text, spreadsheets and images; embedding and clustering; and identifying visual objects in media - all in tools you can use yourself to solve real journalistic problems, without having to endure ChatGPT's excessive use of em-dashes and its other limitations.","true","Demo","Intermediate","Angela Eichhorst, CT Mirror; Dylan Freedman, The New York Times; Jeremy Merrill, The Washington Post; Duy Nguyen, The New York Times","AI","White River G","","1",""
"1231","2026-03-06","9:00 AM","10:00 AM","How we cover local elections using Svelte and Datasette, and how you can do it too","Adam Marton and Jerry Zremski demonstrate how they develop the Local News Network's signature online voter guides -- including the one they're working on now, which will cover every Maryland General Assembly primary this year. Using the combined power of Datasette and SvelteKit, the voter guide starts as a simple google spreadsheet before being transformed into a powerful dynamic website. Jerry will talk about the editorial efforts behind the voter guide and the resulting journalism and Adam will discuss the nuts and bolts of development (including code that attendees can use to build their own site).","false","Demo","Intermediate","Adam Marton, University of Maryland; Jerry Zremski, University of Maryland","Tools & Tech","201","BYO","2",""
"1249","2026-03-06","9:00 AM","10:00 AM","QGIS 1: Spatial analysis for beginners","Learn to how to make your own maps using free, open-source software called QGIS. This class will teach you how to get started importing and displaying geographic data. Not all datasets need to be mapped, but some do! We'll go over how to find publicly available data, prepare it for mapping, and join together different datasets. This session is good for: Beginners looking to learn the basics of visualizing geographic data. Laptops will be provided.","false","Hands-on","Beginner","Harriet Agerholm, BBC News; Becky Dale, BBC News","Data analysis","204","PC","2",""
"1259","2026-03-06","9:00 AM","10:00 AM","Google Sheets 1: Getting started with spreadsheets (repeat)","In this introduction to spreadsheets, you'll begin analyzing data with Google Sheets, a simple but powerful tool. You'll learn how to enter data, navigate spreadsheets and conduct simple calculations like sum, average and median. This session is good for: Data beginners. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.","false","Hands-on","Beginner","Monica Cordero, Investigate Midwest","Data analysis","202","BYO","2",""
"1276","2026-03-06","9:00 AM","11:15 AM","Managing investigators: Leading those born to challenge authority","Being a news manager is already tough, but what if you supervise investigative journalists? They come with an extra layer of challenges because their very job (and likely their personality) makes them hyper-alert to authority figures. This course is designed to give you some tools and tactics to lead individuals and entire teams of investigators more effectively. Learn from three investigative managers from different media at different stages of their leadership careers. How did they launch into their roles, and what experience have they gained along the way? This course is for current investigative managers and anyone aspiring to step into such a position in the future. NEW AT NICAR26: We'll tailor portions of this course for people who may be navigating AI and also offer details on IRE's new Managers of Color cohort. We're also squeezing it into two hours of learning, then an hour-long management networking/meetup event. Oh... and it's free to attend (typically, an additional fee is required)! Topics will include: managing compassionately, hiring challenges, transitioning to management, forging partnerships, building relationships, handling resource cuts, organization/structure, tough decisions/conversations, in-house training/growth, delivering feedback, creating inclusive opportunities, and juggling responsibilities/projects/work.","false","Master Class","Intermediate","Emma Carew Grovum, Kimbap Media; Josh Hinkle, KXAN; Justin Myers, Chicago Public Media","Management","209","BYO","2","0"
"1297","2026-03-06","9:00 AM","10:00 AM","Finding the story: Public health data","The CDC's PLACES dataset provides small-area estimates of health outcomes, risk behaviors, statuses, and health-related social needs. These estimates are available at the county, place, census tract, and zip level across the United States, making PLACES a powerful tool for understanding and responding to local health trends. In this session, you will learn how to navigate the CDC's ArcGIS Online public gallery, search for and bookmark PLACES data layers, add those layers directly to an ArcGIS Online Map Viewer, and use basic visualization and filtering tools to uncover a local public health story from the data. This session is ideal for anyone new to ArcGIS Online who wants to start using spatial data to ask better questions, identify patterns, and tell more compelling public health stories. Laptops will be provided.","false","Hands-on","Beginner","","Story ideas, Data analysis","203","PC","2",""
"1298","2026-03-06","9:00 AM","10:00 AM","Networking for international journalists","Do you dread checking the box on job applications that ask if you will need visa sponsorship now or in the future? Does navigating the American immigration system seem like an insurmountable task? It's hard to break into the field in general, but even harder as an international student or journalist trying to land a long-term job in the US. This session can be a space to share experiences, offer some tips, ask questions, find support, or just have a dedicated space to vent and connect.","false","Networking","Beginner","Paroma Soni, POLITICO","Event","White River I","","1",""
"1313","2026-03-06","9:00 AM","12:30 PM","Give back, together: Community service project","Join fellow conference attendees for a hands-on community service project that turns compassion into action. In this drop-in volunteer experience, participants will work together to create no-sew, tied fleece blankets for animals at IndyHumane, helping provide comfort to pets as they await their forever homes. In addition, attendees will write encouraging cards for patients at the Richard L. Roudebush VA Medical Center in Indianapolis, offering messages of gratitude, care and support to those who have served. No prior experience is needed, so just bring your willingness to help and connect. This is a meaningful opportunity to step away from sessions, collaborate with colleagues, and make a positive local impact during the conference.","false","Special","Beginner","","Event","Griffin Hall","","2",""
"1023","2026-03-06","10:15 AM","11:15 AM","Demo: The Gun Violence Data Hub","Learn about the Gun Violence Data Hub, an initiative from The Trace, and how to use the data to report deeper and better stories in your own community. The Data Hub provides resources for newsrooms to bolster their U.S. gun violence knowledge, as well as an open data library of contextualized and well-documented datasets. This session is good for those with some experience using spreadsheets. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Beginner","George LeVines, The Trace; Aaron Mendelson, The Trace","Data analysis, Story ideas","202","BYO","2",""
"1026","2026-03-06","10:15 AM","11:15 AM","Customizing ggplot for yourself or your organization","Imagine a version of ggplot that is customized to your organization's style guidelines, in which you no longer have to write the same theme styling or geom_text layers every time you make a new chart. We've done that at Pew Research Center by writing our own graphics package made up of functions that modify, combine and extend existing ggplot functions (wrappers), and we want to share what we learned! Attendees will leave the session knowing how to get much closer to publication-ready graphics without leaving R, in far fewer lines of code. For those who may want to go beyond streamlining their own personal ggplot use, we'll also go over why (or why not) a custom R graphics package could be the right solution for their organizations - and how to start building one if it is. Attendees should have some familiarity with R and RStudio. Laptops will be provided.","false","Hands-on","Intermediate","Kaitlyn Radde, Pew Research Center","Data analysis, Data viz, Tools & Tech","205","OSX","2",""
"1070","2026-03-06","10:15 AM","11:15 AM","Finding the story: Trade data","As trade and tariffs become an increasingly relevant issue, this session will demo a free (but very unintuitive) tool from the U.S. Census: USA Trade! USA Trade has comprehensive, district-level data (with lots of hidden gems) that can be useful for data journalists across beats, especially those relating to global economics, trade, tech, and foreign policy. This session will demonstrate how to use USA Trade and discuss some ways to understand and use the data in your reporting. This session is good for everyone interested in learning more about trade stats. No data experience is necessary! Attendees will need to bring their own laptops (preferably no tablets) for the training.","false","Hands-on","Beginner","Paroma Soni, POLITICO","Beat reporting","201","BYO","2",""
"1096","2026-03-06","10:15 AM","11:15 AM","Accessibility basics","Come to this session for a crash course in some of the issues to consider when meeting basic accessibility requirements for digital news. Panelists will discuss topics including color accessibility, alt text, mouseless navigation, and more.","true","Panel","Beginner","Patrick Garvin, Maritz Global Events; Stacy Kess, Equal Access Public Media; Emilia Ruzicka, Independent journalist","Equity, inclusion and accessibility","White River E","","1",""
"1107","2026-03-06","10:15 AM","11:15 AM","Analyzing images and videos with AI","Tools like facial recognition, red-light/speed cameras and crowd-counting have long been the territory of locked-up, super-secret algorithms from private industry and government. But no longer! Learn how to use open-source tools like the Python library supervision and open-source models to unlock real-world analysis abilities. Automate analysis of almost everything - from satellite imagery to TikTok videos - and unlock levels of small-team investigation that were impossible just a few years ago. Learn how AI can sort through images and video to help you wrangle footage from protests and riots (NYT), analyze trends on TikTok (Washington Post), keep an eye on your local school board meetings (Hearst), measure the effects of congestion pricing (Bloomberg), and a hundred other tidbits for when the cameras might be rolling. With a little Python and a dash of foundational knowledge, this session will tackle downloading videos, building and evaluating transcripts, splitting scenes, categorizing images, and detecting/counting/tracking objects.","true","Demo","Intermediate","Jonathan Soma, Columbia University","AI","White River D","","1",""
"1157","2026-03-06","10:15 AM","11:15 AM","Persuasion 401: The psychology of investigative reporting","This training provides a deep dive into the psychology of persuasion so that reporters can increase their odds in getting record custodians to cough up data, reluctant sources to talk, and editors to support their projects. Tips will be research-based and help attendees learn the power of the mind. Note: Use these strategies for good, not evil!","true","Panel","Beginner","David Cuillier, Brechner FOI Project","Public records","White River G","","1",""
"1204","2026-03-06","10:15 AM","11:15 AM","How to find data","A conversation about how to find and vet credible data sources that you can use right away.","true","Panel","Beginner","Stephanie Lamm, Atlanta Journal-Constitution; Greg Morton, The Baltimore Banner; Sean Mussenden, University of Maryland","Story ideas, Public records, Local, Beat reporting","White River B","","1",""
"1219","2026-03-06","10:15 AM","11:15 AM","Tracking hidden money, influence and power across borders","From offshore accounts to complex layers of companies, this session will show you how to follow it across borders and back again, using public data available to any journalist. This session will show practical ways to trace hidden owners, foreign ties, and influence networks using public records and open data. Attendees will learn proven methods to follow the money, connect global disclosures, and turn complex data trails into clear, high-impact stories.","true","Panel","Beginner","Ezana Ćeman, Organized Crime and Corruption Reporting Project; Klil Eden, Organized Crime and Corruption Reporting Project; Anna Massoglia, MuckRock","Beat reporting, International, Story ideas","White River I","","1",""
"1245","2026-03-06","10:15 AM","11:15 AM","Using Python to scrape basic websites","This session will show you how to use the Python programming language to scrape data from simple websites. This session is good for: People with some experience working with data. Experience with Python and/or HTML is a plus but not necessary. Laptops will be provided.","false","Hands-on","Beginner","Allan James Vestal, The Baltimore Banner","Data analysis, Data viz, Tools & Tech","104","OSX","1",""
"1250","2026-03-06","10:15 AM","11:15 AM","QGIS 2: Analyzing geographic data","Build on your existing knowledge of QGIS and learn how to explore, manipulate and analyze geographic datasets to gain new insights. This session is good for: Those who attended the QGIS I workshop or already know the basics of visualizing geographic data in QGIS.","false","Hands-on","Intermediate","Harriet Agerholm, BBC News; Becky Dale, BBC News","Data analysis","204","PC","2",""
"1260","2026-03-06","10:15 AM","11:15 AM","Google Sheets 2: Formulas & sorting (repeat)","Much of Google Sheets' power comes in the form of formulas. In this class, you'll learn how to use them to analyze data with the eye of a journalist. Yes, math will be involved, but it's totally worth it! This class will show you how calculations like change, percent change, rates and ratios can beef up your reporting. This session is good for: Anyone who has taken Google Sheets 1 or has been introduced to spreadsheets. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.","false","Hands-on","Beginner","Lucia Walinchus, NBC Owned Television Stations","Data analysis","102","BYO","1",""
"1024","2026-03-06","11:30 AM","12:30 PM","Connect with skeptical and disengaged audiences ... with data!","Data journalists have a unique opportunity to reach skeptical audiences who would otherwise reject established scientific facts. Let's highlight some journalistic endeavors to persuade and engage skeptical communities through innovative ways of presenting and explaining data.","true","Panel","Beginner","Ariana Beedie, Mirror Indy; Eva Constantaras, Lighthouse Reports; Aaron Mendelson, The Trace; Max Siegelbaum, Documented","Story ideas","White River G","","1",""
"1064","2026-03-06","11:30 AM","12:30 PM","Using open-source tools to investigate public transit","Public transit systems offer a treasure trove of data that can reveal vital insights into accessibility, equity, and efficiency. Together, we'll learn how to harness the data that powers tools like Google Maps and explore how these datasets can be used to investigate service coverage, travel times, and on-time performance. Whether you're uncovering how well a city serves its residents or tracking disparities in service quality, this session will arm you with the skills to transform transit data into compelling stories. This session is good for those with some spreadsheets experience. Laptops will be provided.","false","Hands-on","Beginner","Greg Morton, The Baltimore Banner","Beat reporting, Story ideas, Tools & Tech","205","OSX","2",""
"1092","2026-03-06","11:30 AM","12:30 PM","How to scrape an entire social media platform","There's an interesting ""alt"" social media platform called pilled.net, which is popular in the conspiracy theory community. It has an API that's straightforward to engineer, and it has only about 1 million posts. So it's possible to fairly easily create a scraper, then scrape and analyze the entire platform. The sessions will show how to reverse engineer a social media platform's APIs, how to implement a scraper in Python, how to use the scraper to collect all the data, and then a few high-level analyses that can be done on the data. This session is good for those with some working with Python. Laptops will be provided.","false","Hands-on","Advanced","Jack Gillum, The Wall Street Journal; Brian Whitton, The Wall Street Journal","Tools & Tech","104","OSX","1",""
"1122","2026-03-06","11:30 AM","12:30 PM","Everything you never wanted to know about crypto: A primer for data investigations","This panel will cover the basics you need to understand about crypto to start covering it, including how it works, what is the blockchain, where to find data and where to find experts. We'll put a heavy emphasis on prediction markets, the Trump family's crypto businesses and finding local stories.","true","Panel","Beginner","Sam Kessler, The Wall Street Journal; Jeremy Merrill, The Washington Post; Caitlin Ostroff, The Wall Street Journal","Story ideas, Research","White River D","","1",""
"1133","2026-03-06","11:30 AM","12:30 PM","Nonprofit data 101","There's a good nonprofit story waiting to be written on every reporting beat and in every coverage area, if you know where to look. This session will teach you how to navigate the world of nonprofit data and documents. To gain tax-exempt status, organizations like hospitals, charter schools, colleges and humane societies must agree to report annual information on their finances, compensation of key personnel, conflicts of interest and more. If you know how to cut through the accounting language to find what you're looking for, these annual filings - and other documents generated by a nonprofit - can answer questions big and small and add useful context to your reporting.","true","Demo","Beginner","Ellis Simani, ProPublica; Andrea Suozzo, ProPublica","Beat reporting, Story ideas","White River I","","1",""
"1233","2026-03-06","11:30 AM","12:30 PM","How we did it: Student-led investigations","Are you a student journalist who wishes they had a clearer roadmap for getting started with accountability journalism? Let's talk about open records laws, data analysis, tools and what's available to you, even if you're at a private institution. This session is great for total beginners or those looking for story ideas.","true","Panel","Beginner","Tabitha Hidalgo, University of North Texas; Andrew Miller, Indiana Daily Student; Sana Muneer, Boston University; Haley Parsley, Capital News Service; Matthew Wuschke, Boston University","Students","White River B","","1",""
"1261","2026-03-06","11:30 AM","12:30 PM","Google Sheets 3: Filtering & pivot tables (repeat)","A look at the awesome power of pivot - and how to use it to analyze your dataset in minutes rather than hours. We'll work up to using a pivot table by first sorting and filtering a dataset, learning how to find story ideas along the way. This session is good for: Anyone familiar with formulas, sorting and filtering in a spreadsheet program. Laptops will be provided, or you can bring your own (no tablets). You will need a free Google account to participate.","false","Hands-on","Intermediate","Craig Lyons, Arnolt Center for Investigative Journalism","Data analysis","203","PC","2",""
"1266","2026-03-06","11:30 AM","12:30 PM","R 1: Intro to R and RStudio (repeat)","Jump into data analysis with R, the powerful open-source programming language. In this class we'll cover R fundamentals and learn our way around the RStudio interface for using R. This session is good for: People with a basic understanding of data analysis who are ready to go beyond spreadsheets. Laptops will be provided.","false","Hands-on","Beginner","Maggie Mulvihill, Boston University","Data analysis","204","PC","2",""
"1279","2026-03-06","11:30 AM","12:30 PM","Manager meetup: Networking for investigative leaders","Leading investigative journalists can be extra challenging, so let us help! Socialize, forge partnerships or find a support group at this NICAR26 meetup! Swap best practices, laugh at lessons learned along your journey and find out more about IRE's upcoming management training initiatives! This networking event takes place directly after the always-popular, slightly shorter, FREE ""Managing Investigators"" master class. You don't have to attend the master class in order to stop by the meetup, though we welcome you to check it out! This networking session is for anyone managing (or aspiring to manage) investigators.","false","Networking","Beginner","Emma Carew Grovum, Kimbap Media; Josh Hinkle, KXAN; Justin Myers, Chicago Public Media","Event, Management","209","BYO","2",""
"1296","2026-03-06","11:30 AM","12:30 PM","Finding the story: Data to decode deportation","In this session, we will walk through some stories published by The Minnesota Star Tribune during ICE's unprecedented immigration crackdown and share some tips, data and resources for preparing timely data analysis of federal deportation activities in your state. This session is good for beginners. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Beginner","Jeff Hargarten, Minnesota Star Tribune","Story ideas, Data analysis","102","BYO","1",""
"1309","2026-03-06","11:30 AM","12:30 PM","Finding the story: Using DNS search for investigative journalism (repeat)","Every online interaction begins with a lookup in the Domain Name System (DNS), the backbone of the Internet. As a result, there are digital footprints left behind in the DNS. With the demise of Whois, investigative reporters are looking for new tools to uncover these footprints. Learn how to use DNSDB Scout, a tool to query DNSDB, a historical passive DNS database, to discover previously unknown online connections and gain new information to advance your ongoing and breaking news investigations. Basic knowledge of the Domain Name System (DNS) is helpful, but not required. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Intermediate","Daniel Schwalbe, DomainTools","Data analysis, Story ideas","202","BYO","2",""
"1333","2026-03-06","11:30 AM","12:30 PM","Implementing accessibility","You've got the hang of why you should be doing basic accessibility, but do you know what to do when it's time to put it into practice? In this interactive, hands-on session, we'll teach you how to write alt text, then challenge you with photos, infographics and maps right in the session. Whether or not you've attended the panel, Accessibility Basics, this session will be fun and educational. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Beginner","Patrick Garvin, Maritz Global Events; Stacy Kess, Equal Access Public Media; Emilia Ruzicka, Independent journalist","Equity, inclusion and accessibility","201","BYO","2",""
"1341","2026-03-06","11:30 AM","12:30 PM","Automating your data collection with dashboards and AI sponsored by Bright Data","With AI taking on a role in nearly everyone's lives, whether it's simple interactions through platforms they already use or fully built systems, it's time for you to level up your data collection practices with AI as well. In this session, we'll review traditional data collection and explore automation to create dashboards that let your readers and viewers explore topics.","true","Demo","Intermediate","Jennifer Burns, Bright Data; Caelyn Gonzalez, Bright Data","AI","White River E","","1",""
"1318","2026-03-06","12:30 PM","2:15 PM","Lunch bunch","Make some new friends over lunch! Show up and we'll connect you with other folks who want to chat and network over the lunch break -- a great way to make a big conference feel smaller. Meet at the bottom of the escalators on Level 1.","false","Special","Beginner","","Event","TBD","","",""
"1360","2026-03-06","12:30 PM","2:15 PM","IRE student chapter meetup","Are you a member of one of IRE's new student chapters? Interested in starting one on your campus? Or just want to find other students to hang with during lunch? Grab your lunch and bring it with you to our student chapter meetup! Members from IRE's student chapters will share ideas for getting organized and planning successful programming. We'll discuss what's been working, what hasn't, and any hurdles you're facing to getting started!","false","Networking","","","","White River B","","1",""
"1050","2026-03-06","2:30 PM","3:30 PM","Teaching data journalism in the AI era","As journalists, we spend years learning how to navigate data of all kinds and keep our investigations on track. Now students can ask an LLM to write their code or summarize a dataset in seconds... and get something back that looks right. Or let generative AI drive their assumptions about data without doing enough reporting. So how do we actually teach these foundational skills? While there's no finished playbook for this yet (or even consensus within individual schools or journalism departments), this panel will work through classroom strategies that let you use AI tools without short-circuiting critical thinking. We'll also get into which concerns about AI are real problems and which are overblown, plus where it might genuinely help students learn. You'll walk away with things to try in your next class, whether it's a new course or a curricular refresh.","true","Panel","Beginner","Rahul Bhargava, Northeastern University; Elisabeth Gawthrop, American Public Media; Alex Richards, Syracuse University; Matt Waite, University of Nebraska","AI, Story ideas, Data analysis","White River I","","1",""
"1052","2026-03-06","2:30 PM","3:30 PM","Skills as executable tipsheets - a new way to collaborate on data projects with AI agents","Anthropic released Skills in October - a new mechanism for adding capabilities to AI agent tools such as Claude Code. Skills have a wide range of applications in data reporting. A skill is a Markdown file that explains to the coding agent how to achieve a task. It might explain how to connect to a database, or provide preferred patterns for building front-end components, or how to obtain and process US Census data, or common mistakes to avoid when reporting on jobs report. NICAR already has a strong culture of tipsheets. A skill is just a tipsheet with an AI agent as its intended audience! This session is good for those with some familiarity with coding agent tools, such as Claude Code. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Advanced","Simon Willison, Datasette","AI","209","BYO","2",""
"1068","2026-03-06","2:30 PM","3:30 PM","Scraping without programming","""Scraping"" is a catch-all word for grabbing information off a web page and into your spreadsheet - whether the website wants you to or not. This session will introduce easy, hands-on methods for scraping data from a live webpage without having to learn any code. We will use the ImportHTML and ImportXML formulas in Google Sheets. Scraping beginners welcome! Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Beginner","Samantha Sunne, Independent journalist","Data analysis, Tools & Tech","202","BYO","2",""
"1088","2026-03-06","2:30 PM","3:30 PM","Clustering and mapping text data for journalism","Analysis of large text datasets can be difficult, and finding story ideas can be even harder, especially when you're not sure what you're looking for. This session teaches you to explore large sets of documents using semantic maps-visual clusters with similar documents grouped together in a two-dimensional chart. Users will learn how to convert text documents into embeddings, visualize them in two dimensions, and explore the data for insights by applying filters by keyword or time period. Applications include: parsing FOIA responses, tracking similar legislative language, or finding new areas of concern in school board comments. Participants will leave with the ability to map and cluster a sample of text data with provided code. This session is good for those with some Python experience. Laptops will be provided. You will need a GitHub account to participate.","false","Hands-on","Intermediate","Aishi Chandra, Columbia University; Dhrumil Mehta, Tow Center at Columbia University; C.J. Robinson, Tow Center at Columbia University","Data analysis","104","OSX","1",""
"1098","2026-03-06","2:30 PM","3:30 PM","From satellites to stories: Leveraging Google Earth Engine to analyze global environmental datasets for local reporting","Accessing openly published maps and models from the latest research has never been easier through platforms like Google Earth Engine (GEE), enabling journalists to expose systemic patterns of environmental harm at scale-including those not already captured in government statistics-while honing in on, based on data, the most salient case studies for detailed ground reporting. In this session, you will learn how to access the forest change dataset powering Global Forest Watch for free through GEE with just one line of code. You'll then quantify changes to forests in a local area and, most importantly, analyze this remotely sensed data together with detailed local data to illuminate impacts of environmental change on communities. This session is good for those with some experience working with geospatial data. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Intermediate","Carl Churchill, The Wall Street Journal","Mapping, Data analysis, Tools & Tech","201","BYO","2",""
"1139","2026-03-06","2:30 PM","3:30 PM","Investigating TikTok through data donations","The Post collaborated with 1,100 readers to create a unique dataset of TikTok watch histories -- which they used to investigate political content, the app's addictiveness, and how the algorithm favors certain kinds of content over others. They also published the first Map of TikTok that hasn't been published yet but will hopefully break the internet. We'll discuss this project from beginning to end, including participant recruitment, secure/private data processing, and technical hurdles to digging into a giant dataset.","true","Panel","Beginner","","Tools & Tech, Data analysis","White River G","","1",""
"1207","2026-03-06","2:30 PM","3:30 PM","Easy visualizations for your first data stories","Learn best practices for thinking about simple data visualizations to help tell your story - plus, a peek at some free tools!","true","Panel","Beginner","Adrian D. Garcia, Financial Times Specialist; Haohsiang Ko, Financial Times; Prinz Magtulis, Reuters; Elena Mejia, Bloomberg","Data viz","White River B","","1",""
"1251","2026-03-06","2:30 PM","3:30 PM","Extracting data from PDFs using command-line and other advanced tools","This class seeks to help you free data stored in PDFs. Attendees will extract text from a computer-generated PDF using command-line tools, process image files with optical character recognition and set themselves up for working with PDFs in Python. The session will also cover how to assess a PDF to select the right tools to use to free its data. This session is good for: People with experience using a command-line interface and who deal with frustrating PDFs. Knowledge of Python or R is a plus but not required. Laptops will be provided.","false","Hands-on","Intermediate","Alex Garcia, Datasette","Tools & Tech, Data analysis","205","OSX","2",""
"1267","2026-03-06","2:30 PM","3:30 PM","R 2: Data analysis and plotting (repeat)","We'll use the tidyverse packages dplyr and ggplot2, learning how to sort, filter, group, summarize, join, and visualize to identify trends in your data. If you want to combine SQL-like analysis and charting in a single pipeline, this session is for you. This session is good for: People who have worked with data operations in SQL or Excel and would like to do the same in R and have some experience working with RStudio. Laptops will be provided.","false","Hands-on","Intermediate","Karina Kumar, Austin American-Statesman","Data analysis","204","PC","2",""
"1280","2026-03-06","2:30 PM","3:30 PM","Networking: Journalists of color sponsored by ProPublica","Mix and mingle, meet friends old and new, and build your professional community in this fun and informal networking session. This session is for journalists of color.","false","Networking","Beginner","","Event","White River D","","1",""
"1281","2026-03-06","2:30 PM","3:30 PM","Gemini for news","Level up your reporting with Gemini. This session focuses on key features like Deep Research for multi-step investigations, Custom Gems for scalable tasks, and Canvas for interactive drafting. Plus, discover how Gemini in Pinpoint enhances your research across large document sets.","false","Hands-on","Intermediate","Mago Torres, Google News Initiative","Tools & Tech","102","BYO","1",""
"1320","2026-03-06","2:30 PM","3:30 PM","Using CAPTCHA-solving services to automate difficult web-scraping projects","This class will teach attendees how to use CAPTCHA-solving services to automate CAPTCHA solutions in web scraping. Attendees will learn how to efficiently identify and send required elements to the CAPTCHA-solving service and apply the unique codes received to navigate past CAPTCHAs encountered during web scraping. Special focus will be placed on tackling Google's reCAPTCHA v2, a commonly used CAPTCHA on the web, alongside strategies for overcoming challenges presented by more complex websites. The class will provide practical skills in CAPTCHA solving, equipping attendees with the knowledge to implement these solutions in their projects. This session is good for journalists with some Python experience. Laptops will be provided.","false","Hands-on","Advanced","Ryan Little, ProPublica","Tools & Tech","203","PC","2",""
"1358","2026-03-06","2:30 PM","3:30 PM","Investigating the Epstein Files","","true","","Beginner","Rob Barry, The Wall Street Journal; Jack Gillum, The Wall Street Journal; Jaclyn Jeffrey-Wilensky, The Wall Street Journal; Caitlin Ostroff, The Wall Street Journal; Brian Whitton, The Wall Street Journal","Story ideas","White River E","","1",""
"1043","2026-03-06","3:45 PM","4:45 PM","Making better databases with Airtable","Airtable is a spreadsheet and database software with useful features to view, sort, group, and link records between tables. You'll see a few examples of how Airtable has been useful for the instructor's reporting (and why she almost never use Excel anymore!) and walk through a hands-on example. This session is good for: Anyone who has been frustrated at making multiple versions of the same spreadsheet, creating extra columns (or filters) and then repeatedly hiding and unhiding them, or jumping between multiple spreadsheets to bring together different information about the same record. This session is good for people with basic experience working with data. Attendees will need to bring their own laptop (no tablets).","false","Hands-on","Beginner","Amy Fan, The New York Times","Data analysis","209","BYO","2",""
"1078","2026-03-06","3:45 PM","4:45 PM","Think spatially: Finding stories in geographic data with geopandas","Geographic data can do more than make pretty maps-it can help you find stories. In this hands-on session, you'll learn how to use Geopandas, a Python tool that lets you work with location data just like you work with spreadsheets. We'll focus on how to ask and answer reporting questions with geographic data: Which neighborhoods have the most potholes? Which schools are near industrial sites? Where do service gaps overlap? You'll learn how to combine and compare different datasets, look for patterns and boundaries, and measure what's happening where. We'll also look briefly at how to show your results on a map, but the main goal is to help you use location data for analysis-not just visualization. This session is good for people with experience working with Python. Laptops will be provided.","false","Hands-on","Intermediate","Janie Haseman, Hearst","Mapping, Tools & Tech","205","OSX","2",""
"1106","2026-03-06","3:45 PM","4:45 PM","Modern document processing with Natural PDF","Writing Python scripts to extract data from PDFs is always a nightmare - misshapen tables, arbitrary form formatting, tiny text or low-quality scanned texts. Your champion is here in the form of Natural PDF, a new Python library for wrangling data that's focused on usability and cramming in as many features as possible. Write your code just like you'd ask ""real-language"" questions: - ""Find the bold text that ends with a colon and get the text to the right of it"" - ""Show me all pages that include diagrams"" - ""Ignore everything above the thick horizontal line"" Natural PDF also comes bundled with all sorts of modern AI-based magic: - Categorize pages or entire PDFs by text or vision models - Use powerful layout analysis engines to recognize images, tables, headers, and paragraphs - Multilingual OCR powered by multiple engines + LLM-correcting integration Participants will leave with a solid understanding of how to extract data from difficult (and simple) PDFs using Python. This session is good for those with some experience working with Python. Laptops will be provided.","false","Hands-on","Advanced","Jonathan Soma, Columbia University","AI, Tools & Tech","104","OSX","1",""
"1137","2026-03-06","3:45 PM","4:45 PM","Building web scrapers on the fly with ChatGPT and Claude","This session will focus on how to scrape data from public websites in breaking news and quick-turn situations. Use a tool like ChatGPT to help you quickly understand a website's structure and API calls to get data fast. This session is good for beginners. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Beginner","Charles Minshew, Atlanta Journal-Constitution","AI","102","BYO","1",""
"1147","2026-03-06","3:45 PM","4:45 PM","Cheatsheet: An investigative spreadsheet tool powered by A.I.","In this session, we will demo Cheatsheet, an internal tool developed at The New York Times that has helped in the reporting process for dozens of breaking news and investigative stories. Cheatsheet is a smart spreadsheet application that makes it quick and easy to analyze large datasets, document dumps and media collections at scale using A.I. systems. Cheatsheet gives reporters the ability to quickly find needles in large haystacks using recipes such as A.I. classification, translation, summarization, quote extraction and web search.","true","Demo","Intermediate","Dylan Freedman, The New York Times; Teresa Mondría Terol, The New York Times","AI","White River B","","1",""
