"session_id","date","start_time","end_time","title","description","recorded","type","skill_level","speakers","tracks","room","room_os","level","cost"
"1242","2026-03-07","2:30 PM","3:30 PM","Custom dataviz with JavaScript 101","Interested in building data visualizations for the web? This session will introduce you to charts made with HTML, CSS, and JavaScript, helping you understand how various components combine to create a complete visualization displayed in your browser by coding. This session is good for journalists who are new to HTML, CSS, and JavaScript. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Beginner","Andrew Briz, POLITICO","Data viz","102","BYO","1",""
"1248","2026-03-07","2:30 PM","3:30 PM","Extracting data from PDFs using off-the-shelf tools","Join this class to learn how to liberate data trapped inside PDF files. This class will cover basic approaches for getting text out of PDF documents using powerful and freely available tools. Participants will be introduced to basic concepts and walked through tackling common challenges encountered with tricky PDF documents. This session is good for beginners. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Beginner","Maggie Mulvihill, Boston University","Tools & Tech","204","PC","2",""
"1321","2026-03-07","2:30 PM","3:30 PM","Spatial analysis in R: 101","Learn how to use spatial functions in R to level up your reporting. We'll explore tools for mapping, spatial joins, buffering and calculating distance - all using a single package. We'll center a story published by The Baltimore Banner on gun violence around schools to showcase an application of these functions and demonstrate best practices for basic geospatial analysis. This session is good for beginner and intermediate journalists with some familiarity with R. Laptops will be provided.","false","Hands-on","Intermediate","Ryan Little, ProPublica; Nick McMillan, ProPublica","Mapping, Data analysis, Tools & Tech","203","PC","2",""
"1343","2026-03-07","2:30 PM","3:30 PM","Cracking the code: How to read local government budgets","Local government budgets are plans - Hopes. Dreams. Needs. Priorities. They reflect power. They make promises. In this session, you'll learn how to read them and how to find the enterprise stories in the numbers. I'll also share takeaways from public finance professionals, including how they navigate the politics in the budgeting process. Lessons in this session apply to all local council, commission, school and authority budgets. This session is good for all levels of experience! Attendees will need to bring their own laptops (preferably no tablets) for the training.","false","Hands-on","Beginner","AmyJo Brown, War Streets Media","Data analysis, Public records","201","BYO","2",""
"1111","2026-03-07","3:45 PM","4:45 PM","How to categorize and clean text data with keywords, LLMs and embeddings: A roundtable","Our datasets are often not just numbers but free-text descriptions -- AI chatbot logs, TikTok transcripts or government contract purposes. Three-ish reporters discuss how to categorize this kind of text data with three very different techniques: ol' fashioned keywords, embeddings and LLMs. We'll discuss the trade-offs between cost, precision and recall and interpretability -- and of course tell some war stories. We'll also discuss how to come up with taxonomies that make sense and how to refine each technique.","true","Panel","Intermediate","Jeremy Merrill, The Washington Post; Andrea Suozzo, ProPublica; Brian Whitton, The Wall Street Journal","AI","White River I","","1",""
"1161","2026-03-07","3:45 PM","4:45 PM","Continuous improvement for reporters: Kaizen, preflight checklists and more","Let's talk about how we can make reviewing and improving our work and our recurring processes (both automated and manual) a core part of our workflow as reporters and editors. Panelists will discuss goal setting, review and improvement processes like the ""plan act do check"" cycle, the broader philosophy of growth through incremental change and documentation, and how systems used in manufacturing, aviation, tech and other industries can be adapted for reporters, especially when it comes to data and investigative work. This won't just be hypothetical: we'll discuss practical ways to turn these systems and philosophies into real-world workflows for both freelance and staff journalists.","false","NICAR Conversation","Beginner","Audrey Nielsen, MuckRock","Story ideas","209","BYO","2",""
"1168","2026-03-07","3:45 PM","4:45 PM","""Vibe-coding"" for experimentation and deadlines","Picture this: There's a data presentation format you've wanted to try for ages. Now, all of a sudden, you've got a perfect story to use it on - but it's running in two days. Your current systems can't make it happen. Third-party solutions don't fit your organization's look and feel. Starting from a blank code-editor window wouldn't get it done in time. What to do? This session will show how one journalist solved that problem, using agentic AI to describe an intended solution - and then iterate on functionality - all while guarding against AI hallucinations and other possible pitfalls. It's not a silver bullet, and it won't absolve you of having to vet logic and think critically. But when done right, it can be a massive force multiplier for someone who has the technical knowledge (but needs to meet a tight deadline). Folks with some coding knowledge will get the most out of this session. Laptops will be provided.","false","Hands-on","Intermediate","Allan James Vestal, The Baltimore Banner","AI","204","PC","2",""
"1198","2026-03-07","3:45 PM","4:45 PM","To whom it may concern: An honest conversation with data team hiring managers","It's hard to know what to expect when interviewing for data journalism jobs. What are hiring managers looking for in your resume and cover letter? Are you expected to have a personal website, Github or social media presence? What should you come prepared to talk about during each stage of the interview process? Join us for a panel discussion on how different news organizations approach hiring. Be sure to bring your questions for the Q&A segment. Please note that this session will not be recorded.","false","Special","Beginner","Will Craft, The Guardian; Hannah Fresques, ProPublica; Caroline Ghisolfi, Houston Chronicle; Meghan Hoyer, The Washington Post; Allie Kanik, Houston Chronicle","Career","White River D","","1",""
"1227","2026-03-07","3:45 PM","4:45 PM","Turn the impossible into the doable: The random sample as a reporting tool","You want to know how often people get their wages garnished because of unpaid medical bills...but it would take years to comb through all those court cases. Or maybe you have a long list of people deemed fraudsters and want to know how many of them are still operating businesses...but it would be impractical to look up each one. It's time for a random sample. This session addresses how to use random sampling as a reporting tool, and how to write up your findings for a lay audience. We'll review questions like: How big of a sample do you need? How can you design your random sample so that certain populations or geographies (like rural areas) don't get ignored?","true","Demo","Beginner","Rae Ellen Bichell, KFF Health News; Maia Rosenfeld, KFF Health News","Data analysis","White River G","","1",""
"1243","2026-03-07","3:45 PM","4:45 PM","Custom dataviz with JavaScript 102","Interested in building data visualizations for the web? This session will continue the exploration in the 101 session of various charts made with HTML, CSS, and JavaScript, helping you understand how various components combine to create a complete visualization displayed in your browser by coding. This session is good for journalists with a bit of HTML and CSS experience, or participants who already attended ""Custom dataviz with JavaScript 101"". Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Intermediate","Andrew Williams, San Francisco Chronicle","Data viz","102","BYO","1",""
"1322","2026-03-07","3:45 PM","4:45 PM","Spatial analysis in R: 201","Take your spatial skills up a notch by learning to use image-based data derived from satellite observations. In this session, you'll discover how to navigate tricky filetypes like netCDF and TIF, all within the comfort of RStudio. Learn how to extract decades of real-time measurements from variables like ocean heat, temperature, land use, air pollution and more. By the end, you'll have the tools to join satellite measurements with traditional shapefiles. This session is good for journalists who are comfortable with the basics of R and Rstudio. Attending ""Spatial analysis in R: 101"" is recommended. Laptops will be provided.","false","Hands-on","Intermediate","Ryan Little, ProPublica; Nick McMillan, ProPublica","Mapping, Data analysis, Tools & Tech","203","PC","2",""
"1329","2026-03-07","3:45 PM","4:45 PM","ezesri: Mining public mapping data from Esri services","Local governments often publish spatial data to mapping giant Esri's platforms before posting it anywhere else. Learn how to use ezesri to discover more than 100,000 public data sets and extract them without code in journalist-friendly formats (csv, geoJSON, shapefile). The tool also features a Python package for power users. Some data experience will be useful for this session. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Beginner","Matt Stiles, CNN","Mapping","201","BYO","2",""
"1337","2026-03-07","3:45 PM","4:45 PM","ICE enforcement violence needs a collaborative database!","Several newsrooms are collecting and reporting on instances of immigration enforcement violence. The Trace, The Marshall Project and The New York Times and others have at different points this year chronicled the violence of federal immigration agents across the U.S. But this moment calls for a comprehensive and collective effort -- not a competitive one. Join brains to plan and execute a national reporting database that will catalog as many instances of immigration enforcement violence as possible. Together we'll develop a plan, roles, and tooling to begin broad collaborative tracking of immigration agent violence. We'll name the project and draft a pitch document for news nerds to bring back to their senior managers for official organization-level adoption and sponsoring. Past projects like this have done nothing short of shape history -- COVID Tracking Project, anybody?? Come help make the most of these painful times.","true","Special","Beginner","George LeVines, The Trace","Beat reporting, Story ideas","White River B","","1",""
"1352","2026-03-07","3:45 PM","4:45 PM","Excel 3: Filtering & pivot tables (Mac lab)","A look at the awesome power of pivot - and how to use it to analyze your dataset in minutes rather than hours. We'll work up to using a pivot table by first sorting and filtering a dataset, learning how to find story ideas along the way. This class will be taught on Mac computers. This session is good for: Anyone familiar with formulas, sorting and filtering in Excel or another spreadsheet program. Laptops will be provided.","false","Hands-on","Beginner","Tyler Dukes, McClatchy","Data analysis","205","OSX","2",""
"1117","2026-03-07","5:00 PM","6:00 PM","Digging into death with CDC Wonder","CDC Wonder contains a treasure trove of public health information based on death certificates across the country. This session will provide a quick start guide on using the website, pitfalls to avoid and ideas for stories you can take home -- like maternal mortality, overdose and cancer clusters. This session is good for beginners. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Beginner","Destiny Herbers, Flatwater Free Press","Story ideas, Data analysis","204","PC","2",""
"1124","2026-03-07","5:00 PM","6:00 PM","Blockchain sleuthing 101","This hands-on session will teach you how to explore blockchain data to find stories, from general transactions to betting markets like Polymarket. This session is good for beginners. Laptops will be provided.","false","Hands-on","Beginner","Sam Kessler, The Wall Street Journal; Caitlin Ostroff, The Wall Street Journal","Story ideas, Research","205","OSX","2",""
"1150","2026-03-07","5:00 PM","6:00 PM","Beyond ironclad: Fact-checking the data story","Even with best practices, the most meticulous data reporter in the world can make mistakes. Catching these errors before publication can involve hours of tedious code review and debugging. Missing them can lead to corrections, retractions, or worse. This session will give attendees a hands-on demonstration of a data story fact-check. Participants will learn how to spot errors in data interpretation, how to catch and debug coding errors, and how to fix mistakes efficiently. We'll walk through an example data analysis containing errors based on real mistakes made by award-winning data journalists. (All examples will be fully anonymized!) Some sample errors: - Number parsing fails due to commas as the thousands separator - Invalid demographic analyses based on misinterpreted Census data - Dropped rows in joined datasets (inner joins considered harmful!) - Unweighted aggregations of percentages and other fractions This session is good for those with some coding experience. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Intermediate","Ethan Corey, Behind Bars Data Project","Story ideas","102","BYO","1",""
"1174","2026-03-07","5:00 PM","6:00 PM","Uncovering wrongdoing with AI: Real-world methods and ethical boundaries","In this panel, journalists who have deployed AI on cross-border investigations share practical techniques, limits and guardrails for using LLMs and machine learning in data reporting. Case studies include: scraping court records and classifying gender-based violence cases in Eswatini using GPT-assisted workflows; using a hybrid of OCR, regular expressions and LLMs to classify and review tens of thousands of environmental impact documents in France; and using machine-learning tools to detect deforestation and forest fraud across Southeast Asia by building on existing scientific research. Sharing reproducible workflows, panellists will show how to combine human judgment and feedback with machine assistance for document processing, pattern detection, classification and verification. The discussion will focus on human-in-the-loop systems, responsible disclosure of AI-assisted work and strategies for managing large document sets without compromising editorial credibility and scepticism. Attendees will leave with concrete methods for turning messy, unstructured data into searchable investigative resources, practical verification checklists and guidance on how to document and explain AI-assisted reporting to editors and audiences.","true","Panel","Beginner","Eva Constantaras, Lighthouse Reports; Sanjin Ibrahimovic, MuckRock; Sotirios Sideris, Nieman Foundation for Journalism at Harvard University; Jonathan Soma, Columbia University","International","White River G","","1",""
"1237","2026-03-07","5:00 PM","6:00 PM","Code Buddies: Get help on your data project","Need help on a data project? Having trouble figuring out how to use that cool tool you learned about in another session? Just want to network with some other news nerds? Stop by this session and get one-on-one help from experienced data journalists who would be delighted to help you solve your problems.","true","One-on-one","Beginner","Jovi Dai, National Association of REALTORS®; Holly Hacker, KFF Health News","Data analysis","White River D","","1",""
"1270","2026-03-07","5:00 PM","6:00 PM","Scraping without programming (repeat)","Yes, you can scrape data without using code -- in fact, all you need is Google Sheets! We'll be using Excel-type formulas (don't worry if you don't know what those are, either) to make simple scrapers that automatically pull data into Google Sheets. It's the best way to get around clunky websites and unhelpful PIOs! This session is good for: Beginners who want to start using data for their stories. Attendees will need to bring their own laptop (no tablets) for the training.","false","Hands-on","Beginner","Samantha Sunne, Independent journalist","Tools & Tech, Data analysis","201","BYO","2",""
"1284","2026-03-07","5:00 PM","6:00 PM","The Data Journalism Podcast LIVE! with ProPublica","Scott Klein and Simon Rogers of the Data Journalism Podcast sit down with the team behind ProPublica's Meyer Award-winning series, ""Life of a Mother."" Reporter Andrea Suozzo and Deputy Data Editor Hannah Fresques go behind-the-scenes on their investigation into preventable deaths after the Supreme Court overturned Roe v. Wade. Plus, we'll chat about what it's like to work on the data team at ProPublica - which is currently hiring!","true","Special","Beginner","Hannah Fresques, ProPublica; Scott Klein; Simon Rogers, Google; Andrea Suozzo, ProPublica","Event","White River E","","1",""
"1292","2026-03-07","5:00 PM","6:00 PM","Mastering NotebookLM for journalists","Transform your reporting workflow with NotebookLM, your personal AI research assistant. We will cover how to instantly synthesize complex beats, generate inline citations, and explore features like audio overviews, mind maps, and data extraction-all while keeping your materials organized and searchable.","false","Hands-on","Intermediate","Mago Torres, Google News Initiative","AI","209","BYO","2",""
"1323","2026-03-07","5:00 PM","6:00 PM","Spatial analysis in R: 301","Data that lacks a shared column for direct joins can often still be connected through maps. But common geographies like census tracts and precincts rarely align perfectly. Despite these challenges, it's still possible to estimate how votes shifted across neighborhoods or calculate statistical relationships using Census data. This process is called interpolation - learn how to translate data from one map to another and bridge geographic gaps in their data analysis. This session is good for journalists who are comfortable with the basics of R and Rstudio. Attending ""Spatial analysis in R: 201"" is recommended. Laptops will be provided.","false","Hands-on","Intermediate","Ryan Little, ProPublica; Nick McMillan, ProPublica","Mapping, Data analysis, Tools & Tech","203","PC","2",""
"1327","2026-03-07","5:00 PM","6:00 PM","A view from both sides: 5 practical strategies for successful public records requests","Employing a smart strategy from the outset can make all the difference between progress and pushback when it comes to accessing public records. This session offers insights from both the PIO and journalist perspectives to help you shape your requests to be as successful as possible and know where to turn when facing delays or denials.","true","Panel","Beginner","Luke Britt, Marion County Superior Courts; Kris Cundiff, Reporters Committee for Freedom of the Press (RCFP); Casey Smith, Indiana Capital Chronicle","Public records","White River B","","1",""
"1328","2026-03-07","5:00 PM","6:00 PM","Building blocks of a better team","Is your team clicking together like a perfectly built structure or clunking along like mismatched pieces? Strong collaboration and communication are the foundation of any high-performing team, and in this interactive session, you'll discover how to strengthen both through the power of play. Using building blocks as both metaphor and hands-on tool, we'll explore what it takes to build trust, align around shared goals and adapt to change. You'll gain fresh insights into team dynamics, leadership styles and the invisible structures that support effective teamwork. Come ready to build, reflect and leave with practical strategies for assembling a more connected, resilient team: one brick at a time.","false","Panel","Beginner","Tara Puckey, Radio Television Digital News Association","Event","White River I","","1",""
"1058","2026-03-08","9:00 AM","10:00 AM","Use our quiz to focus on policy, not politics, in 2026","Help your audience prioritize public policy over political party or personality in the 2026 elections with QuizTheVote. It will transform your existing candidate questionnaires into an interactive quiz in about an hour. We'll talk about how to prepare for and implement QuizTheVote, an open source resource built on Google sheets with no coding required.","true","Demo","Beginner","sandra fish, QuizTheVote; Evan Wyloge, Independent journalist","Elections","White River B","","1",""
"1225","2026-03-08","9:00 AM","10:00 AM","Stadium pulse: Building sports data visualizations on deadline","Want to create compelling sports graphics fast? In this hands-on class, you'll build a ""How's your favorite college basketball team doing?"" visualization using March Madness data. We'll use Python and Jupyter notebooks to pull live data from an API, then create charts in Datawrapper. You'll learn the workflow for going from raw data to published graphic quickly: automating data collection, choosing which stats tell the story, and designing for both casual fans and stats enthusiasts. An understanding of basics in Python is helpful, but not required, for this session. Laptops will be provided.","false","Hands-on","Intermediate","Rahul Deshpande, Atlanta Journal-Constitution; Nick Devlin, ESPN","Data viz, Sports","205","OSX","2",""
"1264","2026-03-08","9:00 AM","10:00 AM","Google Sheets: Advanced pivot tables (repeat)","You've done a few pivot tables and are getting curious about what more you could do with them. What happens if you aggregate by more than one column? What are those ""column"" and ""filter"" boxes for? Come unlock the full potential of pivot tables in this intermediate spreadsheet class. This session is good for: People familiar with spreadsheets and aggregating data with pivot tables, or anyone who has taken Sheets 1-3. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.","false","Hands-on","Intermediate","Catherine Allen, POLITICO","Data analysis","201","BYO","2",""
"1332","2026-03-08","9:00 AM","12:30 PM","From vibes to scores: Build your own AI benchmark","You've built some sort of AI workflow - maybe a copy editor, idea generator, automated podcast, research assistant or tip pipeline - but how do you know how well it really works? And how do you know when it stops working? In this session participants will learn how to define ""good enough"" for an AI use case, implement both code-based and LLM-as-judge scorers, build a small test representative test set, and run evaluations. We'll be using Pydantic AI (Python) with the Braintrust platform, but concepts are perfectly portable to no-code tools or other evaluation toolkits. Participants should have a basic understanding of Python and have at least basic experience with AI use cases.","false","Hands-on","Intermediate","Jonathan Soma, Columbia University","AI","104","OSX","1","45"
"1346","2026-03-08","9:00 AM","10:00 AM","NICAR-L hackathon 🤠","The NICAR-L listserv has long been a source of inspiration and knowledge-sharing for data journalists around the world. But tapping into the decades of wisdom contained in its archives can be difficult with existing tools. Let's build something better! This session is good for people who get excited about cleaning dirty, inconsistently formatted data and building user-friendly tools. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Beginner","Cody Winchester, Investigative Reporters & Editors","Event","202","BYO","2",""
"1357","2026-03-08","9:00 AM","10:00 AM","AI tools journalists can use ethically","Artificial intelligence is reshaping how media-related professionals work, make decisions, and tell stories. From content creation and audience analysis to workflow automation and risk management, AI is no longer theoretical- it is embedded in daily practice.This session focuses on how media professionals are using AI tools responsibly. Participants will explore real-world applications, understand limitations and risks, and discuss how to integrate AI without sacrificing clarity, credibility, or values.","true","Demo","Beginner","Benét Wilson, IRE & NICAR","AI, Tools & Tech","White River D","","1",""
"1232","2026-03-08","10:15 AM","11:15 AM","Introduction to using satellite data for investigations","Satellite imagery can be a potential game-changer for investigative journalists - if you know how to access, choose, and analyze the image for little to no cost. In this hands-on workshop, a journalist with deep knowledge of satellite providers will share insider tips on how to acquire medium and even high-resolution images from commercial and public sources, as well as how to filter and use these resources to give investigations into topics like the scars of war or environmental disasters much greater reach. This session is good for beginners. Laptops will be provided.","false","Hands-on","Beginner","Laura Kurtzberg, Investigative Reporters & Editors","Mapping, Data analysis, Story ideas","205","OSX","2",""
"1265","2026-03-08","10:15 AM","11:15 AM","Google Sheets: Importing & data prep (repeat)","Don't give up if your data isn't presented in a neat spreadsheet. This session will teach you how to get data into a spreadsheet and prepare it for analysis. We will look at how to import text files, deal with data in a PDF, and get a table on a web page into a spreadsheet. This session is good for: Anyone comfortable working in Google Sheets. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.","false","Hands-on","Beginner","Scott Pham, CBS News","Data analysis","201","BYO","2",""
"1282","2026-03-08","10:15 AM","11:15 AM","Navigating federal campaign finance data","This class will focus on using the FEC's web tools to access data. It will feature a hands-on demonstration of accessing reports as soon as they are filed. Participants will learn what is included in the reports, how to interpret entries, and potential pitfalls. The presenter will share a user-friendly spreadsheet template for viewing downloaded report data and walk participants through a simple recipe for creating compelling stories using campaign finance data. This session is good for everyone. Laptops will be provided.","false","Hands-on","Beginner","Brendan Glavin, OpenSecrets","Elections","202","BYO","2",""
"1335","2026-03-08","10:15 AM","11:15 AM","Data-driven stories ideas for students","Data-driven investigations don't have to be long projects. In this panel, journalism educators will break down student data stories you can replicate in your own classroom or community. We'll cover the data, the process and what can go wrong.","true","Panel","Beginner","Diana Fuentes, Investigative Reporters & Editors; Gerry Lanosga, Indiana University; Craig Lyons, Arnolt Center for Investigative Journalism","Students, Story ideas","White River B","","1",""
"1364","2026-03-08","10:15 AM","11:15 AM","Quick-hit investigations","Learn strategies, story ideas, resources and tips for watchdog stories on a variety of beats. You'll get tips on how to produce meaty enterprise stories that take days or weeks rather than months.","true","Panel","","Adam Rhodes, IRE & NICAR; Francisco Vara-Orta, Investigative Reporters & Editors","Story ideas","White River D","","1",""
"1208","2026-03-08","11:30 AM","12:30 PM","Taking it all home","You've picked up some new skills, filled your brain with inspiration and your notebook with ideas, but now what? We'll give you some tips on how to take advantage of what you've learned, avoid letting your skills get rusty and even continue learning when you get back to your job. Bring your questions, too! We'll have lots of time for that.","true","Panel","Beginner","Leah Becerra, Reynolds Journalism Institute; Laine Cibulskis, University of Missouri; Liz Lucas, University of Missouri","Career, Story ideas, Students","White River B","","1",""
"1269","2026-03-08","11:30 AM","12:30 PM","Introduction to the command line (OSX) (repeat)","Too often in data journalism we forget about the basics. And it doesn't get as basic as the command line. Even knowing a little will make your job easier. We will run through some simple commands, dive into working with spreadsheets and show you some handy tools he frequently uses at work. This session is good for: People who feel intimidated by the command line on their computer, but want to explore the power of command line tools. Laptops will be provided.","false","Hands-on","Beginner","Brent Jones, NPR","Tools & Tech","205","OSX","2",""
"1356","2026-03-08","11:30 AM","12:30 PM","Today's News for Tomorrow Q&A","","true","Demo","Beginner","Laura Moscoso, Investigative Reporters & Editors","Local, Tools & Tech","White River D","","1",""
"1363","2026-03-08","11:30 AM","12:30 PM","Kick more ass with a Python class","Tired of chasing global variables through a bajillion lines of linear code? Piling up dozens of functions that never seem to quite cohere into an efficient workflow? There's a better way! Discover how to model your data with custom Python classes, creating reusable blueprints that make your code easier to read and harder to break. This session is good for folks who are comfortable writing basic Python scripts, including custom functions, but are new to object-oriented programming.","false","Hands-on","Intermediate","","","201","BYO","2",""
